Edmund Gwenn;Anthony Adverse; true
Edmund Lowe;In Old Arizona; true
Eduardo Ciannelli;Kitty Foyle: The Natural History of a Woman; true
Edward Albert;Butterflies Are Free; true
Edward Arnold;Johnny Eager; true
Edward Arnold;You Cant Take It with You; true
Edward Arnold;Come and Get It; true
Edward Asner;Elf; true
Edward Asner;Up; true
Edward Brophy;Champ, The; true
Edward Burns;Saving Private Ryan; true
Edward Fox;Gandhi; true
Edward Furlong;Terminator 2: Judgment Day; true
Edward G. Robinson;Key Largo; true
Edward Herrmann;Reds; true
Edwin Jerome;Three Faces of Eve, The; true
Eileen Atkins;Cold Mountain; true
Eileen Heckart;Butterflies Are Free; true
El Brendel;Wings; true
Elaine Williams;Subject Was Roses, The; true
Elarica Gallacher;Harry Potter and the Half-Blood Prince; true
Eleanor Bron;Women in Love; true
Eleanor Parker;Sound of Music, The; true
Eleonora Brown;Ciociara, La; true
Eli Roth;Inglourious Basterds; true
Elias Koteas;Teenage Mutant Ninja Turtles; true
Elie Chaib;Mighty Aphrodite; true
Elijah Wood;Deep Impact; true
Elijah Wood;Lord of the Rings: The Two Towers, The; true
Elisabeth Moss;Girl, Interrupted; true
Elisabeth Shue;Leaving Las Vegas; true
Elissa Knight;WALL-E; true
Elizabeth Berridge;Amadeus; true
Elizabeth Cheshire;Melvin and Howard; true
Elizabeth Hartman;Patch of Blue, A; true
Elizabeth Mitchell;Santa Clause 2, The; true
Elizabeth Perkins;Flintstones, The; true
Elizabeth Taylor;National Velvet; true
Elizabeth Taylor;Place in the Sun, A; true
Elizabeth Taylor;V.I.P.s, The; true
Elizabeth Taylor;Giant; true
Elizabeth Taylor;Whos Afraid of Virginia Woolf?; true
Elizabeth Taylor;BUtterfield 8; true
Ellen Barkin;Tender Mercies; true
Ellen Burstyn;Exorcist, The; true
Ellen Burstyn;Alice Doesnt Live Here Anymore; true
Ellen DeGeneres;Finding Nemo; true
Ellen Hamilton Latzen;Fatal Attraction; true
Ellen Page;Inception; true
Ellen Page;Juno; true
Ellie Kemper;Bridesmaids; true
Elsa Martinelli;V.I.P.s, The; true
Emil Jannings;Last Command, The; true
Emile Hirsch;Milk; true
Emilia Fox;Pianist, The; true
Emily Mortimer;Cars 2; true
Emma Stone;The Amazing Spider-Man; true
Emma Stone;The Help; true
Emma Thompson;Men in Black 3; true
Emma Thompson;Howards End; true
Emma Thompson;Brave; true
Emma Watson;Harry Potter and the Goblet of Fire; true
Emma Watson;Harry Potter and the Deathly Hallows: Part 2; true
Emma Watson;Harry Potter and the Half-Blood Prince; true
Emma Watson;Harry Potter and the Chamber of Secrets; true
Emma Watson;Harry Potter and the Deathly Hallows: Part 1; true
Emma Watson;Harry Potter and the Order of the Phoenix; true
Emmanuelle Beart;Mission: Impossible; true
Emmanuelle Seigner;Mome, La; true
Emmy Rossum;The Day After Tomorrow; true
Eric Bana;Star Trek; true
Eric Bana;Hulk; true
Eric Lloyd;Santa Clause 2, The; true
Eric Lloyd;Santa Clause, The; true
Eric Sykes;Harry Potter and the Goblet of Fire; true
Ernest Borgnine;Marty; true
Ernest Cossart;Kitty Foyle: The Natural History of a Woman; true
Esmond Knight;Hamlet; true
Estelle Parsons;Bonnie and Clyde; true
Estelle Taylor;Cimarron; true
Esther Minciotti;Marty; true
Esther Rolle;Driving Miss Daisy; true
Ethan Hawke;Training Day; true
Ethel Barrymore;Farmers Daughter, The; true
Ethel Barrymore;None But the Lonely Heart; true
Eugene Levy;Bringing Down the House; true
Eunice Cho;Ice Age: Dawn of the Dinosaurs; true
Eva Gabor;Gigi; true
Eva Green;Casino Royale; true
Eva Marie Saint;On the Waterfront; true
Eva Mendes;Hitch; true
Eve Arden;Mildred Pierce; true
Evelyn Brent;Last Command, The; true
Evelyn Keyes;Gone with the Wind; true
Everett Sloane;Lust for Life; true
Ewan McGregor;Star Wars: Episode I - The Phantom Menace; true
Ewan McGregor;Beginners; true
Ewan McGregor;Star Wars: Episode II - Attack of the Clones; true
Ewan McGregor;Star Wars: Episode III - Revenge of the Sith; true
F. Murray Abraham;Amadeus; true
Fairuza Balk;Waterboy, The; true
Famke Janssen;X2; true
Famke Janssen;X-Men; true
Famke Janssen;X-Men: The Last Stand; true
Fanny Brice;Great Ziegfeld, The; true
Fay Bainter;Jezebel; true
Faye Dunaway;Bonnie and Clyde; true
Faye Dunaway;Network; true
Fernando Rey;French Connection, The; true
Finlay Currie;Around the World in Eighty Days; true
Fiona Shaw;Harry Potter and the Chamber of Secrets; true
Fiona Shaw;Harry Potter and the Prisoner of Azkaban; true
Floyd Red Crow Westerman;Dances with Wolves; true
Forest Whitaker;Platoon; true
Forest Whitaker;The Last King of Scotland; true
Forrest Tucker;Westerner, The; true
Frances Farmer;Come and Get It; true
Frances Lee McCain;Gremlins; true
Frances McDormand;Fargo; true
Frances Sternhagen;Misery; true
Francesca Jarvis;Lilies of the Field; true
Francesco Quinn;Platoon; true
Franchot Tone;Mutiny on the Bounty; true
Franchot Tone;Dangerous; true
Francine Bell;Matrix Revolutions, The; true
Frank B. Moore;Scary Movie; true
Frank Darien;Bad Girl; true
Frank Finlay;Pianist, The; true
Frank McHugh;Going My Way; true
Frank Morgan;Great Ziegfeld, The; true
Frank Otto;Born Yesterday; true
Frank Sinatra;From Here to Eternity; true
Frank Vincent;Raging Bull; true
Frank Welker;Aladdin; true
Franka Potente;The Bourne Supremacy; true
Franklin Cover;Wall Street; true
Franklin Dyall;Private Life of Henry VIII., The; true
Fred Gwynne;My Cousin Vinny; true
Fred MacMurray;Apartment, The; true
Fred Stone;Westerner, The; true
Fred Willard;WALL-E; true
Freddie Bartholomew;Captains Courageous; true
Freddie Highmore;Charlie and the Chocolate Factory; true
Freddie Prinze Jr.;Scooby-Doo; true
Fredric March;Best Years of Our Lives, The; true
Fredric March;Anthony Adverse; true
Freida Pinto;Rise of the Planet of the Apes; true
Freida Pinto;Slumdog Millionaire; true
Fritz Leiber;Story of Louis Pasteur, The; true
Fritz Wepper;Cabaret; true
Gabourey Sidibe;Precious: Based on the Novel Push by Sapphire; true
Gabriel Byrne;Usual Suspects, The; true
Gabrielle Anwar;Scent of a Woman; true
Gabrielle Union;Bad Boys II; true
Gabrielle Witcher;Monsters Ball; true
Gale Sondergaard;Anthony Adverse; true
Gale Sondergaard;Life of Emile Zola, The; true
Garrett Hedlund;TRON: Legacy; true
Garry Marshall;Chicken Little; true
Garry Shandling;Over the Hedge; true
Gary Cole;Talladega Nights: The Ballad of Ricky Bobby; true
Gary Cooper;High Noon; true
Gary Cooper;For Whom the Bell Tolls; true
Gary Cooper;Mr. Deeds Goes to Town; true
Gary Cooper;Westerner, The; true
Gary Cooper;Sergeant York; true
Gary Merrill;All About Eve; true
Gary Merrill;Twelve OClock High; true
Gary Oldman;Kung Fu Panda 2; true
Gary Oldman;The Dark Knight Rises; true
Gary Oldman;Batman Begins; true
Gary Oldman;Hannibal; true
Gary Oldman;Air Force One; true
Gary Sinise;Forrest Gump; true
Gary Sinise;Apollo 13; true
Gary Sinise;Ransom; true
Geena Davis;Accidental Tourist, The; true
Geena Davis;Stuart Little; true
Gemma Arterton;Clash of the Titans; true
Gene Hackman;Unforgiven; true
Gene Hackman;Firm, The; true
Gene Hackman;Bonnie and Clyde; true
Gene Hackman;French Connection, The; true
Gene Hackman;Superman; true
Gene Kelly;American in Paris, An; true
Gene Lockhart;Miracle on 34th Street; true
Gene Lockhart;Going My Way; true
Gene Reynolds;Boys Town; true
Gene Reynolds;Country Girl, The; true
Gene Saks;Thousand Clowns, A; true
Gene Tierney;Razors Edge, The; true
Geoffrey Rush;Pirates of the Caribbean: At Worlds End; true
Geoffrey Rush;Shakespeare in Love; true
Geoffrey Rush;Pirates of the Caribbean: The Curse of the Black Pearl; true
Geoffrey Rush;Pirates of the Caribbean: On Stranger Tides; true
Geoffrey Rush;Shine; true
George Bancroft;Mr. Deeds Goes to Town; true
George Brent;Great Lie, The; true
George Brent;Jezebel; true
George Burns;Sunshine Boys, The; true
George C. Scott;Patton; true
George Chakiris;West Side Story; true
George Clooney;Oceans Eleven; true
George Clooney;Syriana; true
George Clooney;Perfect Storm, The; true
George De La Pena;Mighty Aphrodite; true
George Kennedy;Airport; true
George Kennedy;Cool Hand Luke; true
George Sanders;Rebecca; true
George Sanders;All About Eve; true
George Sanders;Jungle Book, The; true
George Segal;Touch of Class, A; true
George Segal;Whos Afraid of Virginia Woolf?; true
George Segal;Look Whos Talking; true
George Tobias;Sergeant York; true
Georges Guetary;American in Paris, An; true
Georgie Henley;The Chronicles of Narnia: Prince Caspian; true
Georgie Henley;The Chronicles of Narnia: The Lion, the Witch and the Wardrobe; true
Gerald R. Molen;Rain Man; true
Geraldine Fitzgerald;Watch on the Rhine; true
Geraldine Fitzgerald;Arthur; true
Geraldine Page;Sweet Bird of Youth; true
Geraldine Page;Trip to Bountiful, The; true
Gerard Butler;300; true
Gerard Butler;How to Train Your Dragon; true
Gia Carides;My Big Fat Greek Wedding; true
Giacomo Baessato;Scary Movie; true
Giancarlo Giannini;Hannibal; true
Giancarlo Giannini;Quantum of Solace; true
Gig Young;They Shoot Horses, Dont They?; true
Gil Birmingham;The Twilight Saga: Breaking Dawn - Part 1; true
Gillian Anderson;The Last King of Scotland; true
undefined;undefined; true
Ginger Rogers;Kitty Foyle: The Natural History of a Woman; true
Ginnifer Goodwin;Walk the Line; true
Giovanni Ribisi;Ted; true
Giuliana Lojodice;Vita e bella, La; true
Giustino Durano;Vita e bella, La; true
Gladys Cooper;Rebecca; true
Gladys Cooper;My Fair Lady; true
Glen Campbell;True Grit; true
Glenda Jackson;Women in Love; true
Glenda Jackson;Touch of Class, A; true
Glenn Close;Air Force One; true
Glenn Close;Reversal of Fortune; true
Glenn Close;Tarzan; true
Glenn Close;Fatal Attraction; true
Glenn Close;101 Dalmatians; true
Gloria Grahame;Greatest Show on Earth, The; true
Gloria Grahame;Bad and the Beautiful, The; true
Gloria Holden;Life of Emile Zola, The; true
Glynis Johns;Mary Poppins; true
Goldie Hawn;Butterflies Are Free; true
Goldie Hawn;Shampoo; true
Goldie Hawn;Cactus Flower; true
Goran Visnjic;Ice Age; true
Goran Visnjic;Beginners; true
Gordon Jackson;Prime of Miss Jean Brodie, The; true
Grace Kelly;Country Girl, The; true
Grace Kelly;High Noon; true
Graham Beckel;Paper Chase, The; true
Graham Greene;Dances with Wolves; true
Greer Garson;Goodbye, Mr. Chips; true
Greer Garson;Mrs. Miniver; true
Greg Kinnear;Little Miss Sunshine; true
Greg Kinnear;As Good As It Gets; true
Gregory Fitoussi;G.I. Joe: The Rise of Cobra; true
Gregory Peck;To Kill a Mockingbird; true
Gregory Peck;Roman Holiday; true
Gregory Peck;Gentlemans Agreement; true
Gregory Peck;Big Country, The; true
Gregory Peck;Twelve OClock High; true
Greta Garbo;Grand Hotel; true
Gusti Huber;Diary of Anne Frank, The; true
Guy Pearce;L.A. Confidential; true
Guy Pearce;The Hurt Locker; true
Gwyneth Paltrow;Iron Man; true
Gwyneth Paltrow;Iron Man 2; true
Gwyneth Paltrow;Shakespeare in Love; true
H.B. Warner;Divine Lady, The; true
Hailee Steinfeld;True Grit; true
Haing S. Ngor;Killing Fields, The; true
Hal Holbrook;Julia; true
Hal Holbrook;Firm, The; true
Hal Holbrook;All the Presidents Men; true
Haley Joel Osment;Sixth Sense, The; true
Halle Berry;Die Another Day; true
Halle Berry;X-Men: The Last Stand; true
Halle Berry;Monsters Ball; true
Halle Berry;X2; true
Hank Azaria;Godzilla; true
Hank Azaria;Night at the Museum: Battle of the Smithsonian; true
Harcourt Williams;Roman Holiday; true
Harcourt Williams;Hamlet; true
Harold Ramis;Ghostbusters; true
Harold Russell;Best Years of Our Lives, The; true
Harris Yulin;Training Day; true
Harrison Fahn;Ice Age: Dawn of the Dinosaurs; true
Harrison Ford;Fugitive, The; true
Harrison Ford;Star Wars; true
Harrison Ford;Air Force One; true
Harrison Ford;Raiders of the Lost Ark; true
Harrison Ford;Star Wars: Episode V - The Empire Strikes Back; true
Harrison Ford;What Lies Beneath; true
Harrison Ford;Star Wars: Episode VI - Return of the Jedi; true
Harrison Ford;Indiana Jones and the Kingdom of the Crystal Skull; true
Harrison Ford;Indiana Jones and the Last Crusade; true
Harrison Ford;Indiana Jones and the Temple of Doom; true
Harry J. Lennix;Ray; true
Harry Melling;Harry Potter and the Deathly Hallows: Part 1; true
Harry Melling;Harry Potter and the Prisoner of Azkaban; true
Harry Secombe;Oliver!; true
Harry Shearer;The Simpsons Movie; true
Hartley Power;Roman Holiday; true
Harve Presnell;Fargo; true
Harvey Fierstein;Mrs. Doubtfire; true
Harvey Keitel;Piano, The; true
Harvey Lembeck;Stalag 17; true
Hattie McDaniel;Gone with the Wind; true
Hattie McDaniel;Great Lie, The; true
Haya Harareet;Ben-Hur; true
Hayden Christensen;Star Wars: Episode II - Attack of the Clones; true
Hayden Christensen;Star Wars: Episode III - Revenge of the Sith; true
Hayden Panettiere;Dinosaur; true
Hayden Panettiere;A Bugs Life; true
Hayley Atwell;Captain America: The First Avenger; true
Heath Ledger;The Dark Knight; true
Heath Ledger;Monsters Ball; true
Heath Ledger;Brokeback Mountain; true
Heather Angel;Informer, The; true
Heather Donahue;Blair Witch Project, The; true
Heather Graham;The Hangover; true
Heather Graham;Austin Powers: The Spy Who Shagged Me; true
Heather Sears;Room at the Top; true
Hector Elizondo;Runaway Bride; true
Helen Hayes;Airport; true
Helen Hayes;Sin of Madelon Claudet, The; true
Helen Hayes;Anastasia; true
Helen Hunt;Twister; true
Helen Hunt;As Good As It Gets; true
Helen Hunt;What Women Want; true
Helen Mirren;National Treasure: Book of Secrets; true
Helen Mirren;The Queen; true
Helen Shaver;Color of Money, The; true
Helen Slater;City Slickers; true
Helena Bonham Carter;The Kings Speech; true
Helena Bonham Carter;Howards End; true
Helena Bonham Carter;Alice in Wonderland; true
Helena Bonham Carter;Planet of the Apes; true
Helena Bonham Carter;Charlie and the Chocolate Factory; true
Helmut Bakaitis;Matrix Reloaded, The; true
Helmut Bakaitis;Matrix Revolutions, The; true
Helmut Griem;Cabaret; true
Henry Czerny;Mission: Impossible; true
Henry Fonda;On Golden Pond; true
Henry Fonda;Mister Roberts; true
Henry Fonda;Grapes of Wrath, The; true
Henry Fonda;Jezebel; true
Henry Hull;Boys Town; true
Henry Thomas;E.T. the Extra-Terrestrial; true
Henry Winkler;Waterboy, The; true
Henry Winkler;Click; true
Herbert Berghof;Harry and Tonto; true
Herbert Mundin;Cavalcade; true
Herbert Mundin;Mutiny on the Bounty; true
Hermino De Guzman;Year of Living Dangerously, The; true
Hermione Baddeley;Mary Poppins; true
Hermione Gingold;Gigi; true
Hilary Duff;Cheaper by the Dozen; true
Hilary Swank;Million Dollar Baby; true
Hilary Swank;Boys Dont Cry; true
Hiroyuki Sanada;Rush Hour 3; true
Holly Hunter;Piano, The; true
Holly Hunter;The Incredibles; true
Howard Da Silva;Lost Weekend, The; true
Howard Duff;Kramer vs. Kramer; true
Howard St. John;Born Yesterday; true
Hoyt Axton;Gremlins; true
Hubert Kounde;The Constant Gardener; true
Hugh Bonneville;Iris; true
Hugh Griffith;Ben-Hur; true
Hugh Griffith;Tom Jones; true
Hugh Jackman;X-Men Origins: Wolverine; true
Hugh Jackman;X2; true
Hugh Jackman;X-Men; true
Hugh Jackman;X-Men: The Last Stand; true
Hugh Laurie;Monsters vs Aliens; true
Hugh Laurie;101 Dalmatians; true
Hugh Laurie;Stuart Little; true
Hugh Marlowe;Twelve OClock High; true
Hugo Weaving;Matrix, The; true
Hugo Weaving;Captain America: The First Avenger; true
Hume Cronyn;Cocoon; true
Humphrey Bogart;African Queen, The; true
Humphrey Bogart;Key Largo; true
Humphrey Bogart;Treasure of the Sierra Madre, The; true
Humphrey Bogart;Casablanca; true
Humphrey Bogart;Barefoot Contessa, The; true
Iain Glen;Lara Croft: Tomb Raider; true
Ian Charleson;Chariots of Fire; true
Ian Holm;Ratatouille; true
Ian Keith;Divine Lady, The; true
Ian Keith;Two Arabian Knights; true
Ian McDiarmid;Star Wars: Episode III - Revenge of the Sith; true
Ian McKellen;Lord of the Rings: The Two Towers, The; true
Ian McKellen;X2; true
Ian McKellen;X-Men; true
Ian McKellen;X-Men: The Last Stand; true
Ian McKellen;The Da Vinci Code; true
Ian McShane;Kung Fu Panda; true
Ian McShane;Pirates of the Caribbean: On Stranger Tides; true
Inga Swenson;Miracle Worker, The; true
Ingrid Bergman;Casablanca; true
Ingrid Bergman;Cactus Flower; true
Ingrid Bergman;Gaslight; true
Ingrid Bergman;Murder on the Orient Express; true
Ingrid Bergman;For Whom the Bell Tolls; true
Ingrid Bergman;Anastasia; true
Ioan Gruffudd;Fantastic Four; true
Irene Bedard;Pocahontas; true
Irene Dunne;Cimarron; true
Irene Dunne;Awful Truth, The; true
Irene Manning;Yankee Doodle Dandy; true
Irene Papas;Alexis Zorbas; true
Irene Rich;Champ, The; true
Isa Crino;Lilies of the Field; true
Isla Fisher;Wedding Crashers; true
Ivan Dixon;Patch of Blue, A; true
J. Farrell MacDonald;In Old Arizona; true
J.D. Cannon;Cool Hand Luke; true
Jack Albertson;Subject Was Roses, The; true
Jack Black;Shark Tale; true
Jack Black;Kung Fu Panda 2; true
Jack Black;Kung Fu Panda; true
Jack Black;Ice Age; true
Jack Black;King Kong; true
Jack Carson;Mildred Pierce; true
Jack Davenport;Pirates of the Caribbean: The Curse of the Black Pearl; true
Jack Davenport;Pirates of the Caribbean: Dead Mans Chest; true
Jack Davenport;Pirates of the Caribbean: At Worlds End; true
Jack Gilford;Save the Tiger; true
Jack Gilford;Cocoon; true
Jack Hawkins;Bridge on the River Kwai, The; true
Jack Hawkins;Lawrence of Arabia; true
Jack Hawkins;Ben-Hur; true
Jack Kruschen;Apartment, The; true
Jack Lemmon;Apartment, The; true
Jack Lemmon;Save the Tiger; true
Jack Lemmon;Mister Roberts; true
Jack Lemmon;Fortune Cookie, The; true
Jack Murdock;Rain Man; true
Jack Nicholson;Terms of Endearment; true
Jack Nicholson;Few Good Men, A; true
Jack Nicholson;Batman; true
Jack Nicholson;The Departed; true
Jack Nicholson;Prizzis Honor; true
Jack Nicholson;Reds; true
Jack Nicholson;As Good As It Gets; true
Jack Nicholson;One Flew Over the Cuckoos Nest; true
Jack Nicholson;Anger Management; true
Jack Palance;City Slickers; true
Jack Raymond;Last Command, The; true
Jack Warden;All the Presidents Men; true
Jack Warden;Shampoo; true
Jack Warden;Being There; true
Jack Warden;Bullets Over Broadway; true
Jack Weston;Cactus Flower; true
Jackie Chan;Kung Fu Panda 2; true
Jackie Chan;Kung Fu Panda; true
Jackie Chan;Rush Hour 2; true
Jackie Chan;The Karate Kid; true
Jackie Chan;Rush Hour 3; true
Jackie Chan;Rush Hour; true
Jackie Cooper;Skippy; true
Jackie Cooper;Superman; true
Jackie Cooper;Champ, The; true
Jackie Searl;Skippy; true
Jacob Smith;Troy; true
Jacob Stringer;There Will Be Blood; true
Jacob Vargas;Traffic; true
Jacqueline Bisset;Airport; true
Jacqueline Bisset;Murder on the Orient Express; true
Jada Pinkett Smith;Madagascar: Escape 2 Africa; true
Jada Pinkett Smith;Madagascar 3: Europes Most Wanted; true
Jada Pinkett Smith;Madagascar; true
Jaden Smith;The Karate Kid; true
Jaden Smith;The Pursuit of Happyness; true
Jae Head;Hancock; true
Jae Head;The Blind Side; true
Jaimz Woolvett;Unforgiven; true
Jake Gyllenhaal;Brokeback Mountain; true
Jake Gyllenhaal;The Day After Tomorrow; true
Jake Johnson;Talladega Nights: The Ballad of Ricky Bobby; true
Jake Lloyd;Star Wars: Episode I - The Phantom Menace; true
James Brown;Going My Way; true
James Caan;Misery; true
James Caan;Elf; true
James Caan;Godfather, The; true
James Cagney;Mister Roberts; true
James Cagney;Yankee Doodle Dandy; true
James Caviezel;Passion of the Christ, The; true
James Coburn;Affliction; true
James Coburn;Monsters, Inc.; true
James Cosmo;Braveheart; true
James Craig;Kitty Foyle: The Natural History of a Woman; true
James Cromwell;The Artist; true
James Cromwell;The Queen; true
James Cromwell;L.A. Confidential; true
James Cromwell;Green Mile, The; true
James Cromwell;I, Robot; true
James Dean;Giant; true
James Dean;East of Eden; true
James Donald;Lust for Life; true
James Donald;Bridge on the River Kwai, The; true
James Dunn;Tree Grows in Brooklyn, A; true
James Dunn;Bad Girl; true
James Fox;Passage to India, A; true
James Frain;TRON: Legacy; true
James Franco;Milk; true
James Franco;Spider-Man; true
James Franco;Spider-Man 2; true
James Franco;Spider-Man 3; true
James Franco;Rise of the Planet of the Apes; true
James Garner;Sayonara; true
James Gleason;Free Soul, A; true
James Gleason;Tree Grows in Brooklyn, A; true
James Karen;The Pursuit of Happyness; true
James Keane;Crazy Heart; true
James Marsden;X-Men; true
James Marsden;Superman Returns; true
James McAvoy;The Last King of Scotland; true
James Naughton;Paper Chase, The; true
James Rebhorn;Scent of a Woman; true
James Remar;What Lies Beneath; true
James Robinson;Braveheart; true
James Stewart;You Cant Take It with You; true
James Stewart;Philadelphia Story, The; true
James Stewart;Harvey; true
Jameson Thomas;It Happened One Night; true
Jami Gertz;Twister; true
Jamie Foxx;Ray; true
Jamie Foxx;Dreamgirls; true
Jamie Lee Curtis;True Lies; true
Jamie Lee Curtis;Fish Called Wanda, A; true
Jane Alexander;Kramer vs. Kramer; true
Jane Darwell;Grapes of Wrath, The; true
Jane Fonda;Cat Ballou; true
Jane Fonda;Julia; true
Jane Fonda;Coming Home; true
Jane Fonda;They Shoot Horses, Dont They?; true
Jane Fonda;Klute; true
Jane Fonda;On Golden Pond; true
Jane Fonda;California Suite; true
Jane Lynch;Talladega Nights: The Ballad of Ricky Bobby; true
Jane Lynch;Alvin and the Chipmunks; true
Jane Withers;Giant; true
Jane Wyatt;None But the Lonely Heart; true
Jane Wyman;Johnny Belinda; true
Jane Wyman;Lost Weekend, The; true
Janet Gaynor;Seventh Heaven; true
Jared Harris;Sherlock Holmes: A Game of Shadows; true
Jason Alexander;Pretty Woman; true
Jason Bateman;Hancock; true
Jason Bateman;Juno; true
Jason Biggs;American Pie 2; true
Jason Boyd;Harry Potter and the Order of the Phoenix; true
Jason Davis;Talladega Nights: The Ballad of Ricky Bobby; true
Jason Flemyng;Clash of the Titans; true
Jason Fricchione;Ice Age: Dawn of the Dinosaurs; true
Jason Lee;Alvin and the Chipmunks: The Squeakquel; true
Jason Lee;Alvin and the Chipmunks; true
Jason Lee;The Incredibles; true
Jason Miller;Exorcist, The; true
Jason Robards;Melvin and Howard; true
Jason Robards;Julia; true
Jason Robards;Thousand Clowns, A; true
Jason Robards;All the Presidents Men; true
Jason Segel;Despicable Me; true
Jason Segel;Knocked Up; true
Jason Weaver;Lion King, The; true
Javier Bardem;No Country for Old Men; true
Javier Bardem;Vicky Cristina Barcelona; true
Jay Baruchel;Million Dollar Baby; true
Jay Baruchel;How to Train Your Dragon; true
Jay O. Sanders;The Day After Tomorrow; true
Jayma Mays;Paul Blart: Mall Cop; true
Jean Arthur;More the Merrier, The; true
Jean Arthur;Mr. Deeds Goes to Town; true
Jean Arthur;You Cant Take It with You; true
Jean Dujardin;The Artist; true
Jean Hersholt;Sin of Madelon Claudet, The; true
Jean Peters;Viva Zapata!; true
Jean Reno;Godzilla; true
Jean Reno;Mission: Impossible; true
Jean Reno;The Da Vinci Code; true
Jean Seberg;Airport; true
Jean Simmons;Elmer Gantry; true
Jean Simmons;Big Country, The; true
Jean Simmons;Spartacus; true
Jean Smart;Bringing Down the House; true
Jean-Paul Belmondo;Ciociara, La; true
Jean-Paul Rouve;Mome, La; true
Jeanette Hain;The Reader; true
Jeanne Crain;Letter to Three Wives, A; true
Jeanne Tripplehorn;Firm, The; true
Jeff Bridges;Last Picture Show, The; true
Jeff Bridges;TRON: Legacy; true
Jeff Bridges;Crazy Heart; true
Jeff Bridges;True Grit; true
Jeff Bridges;Iron Man; true
Jeff Bridges;Fisher King, The; true
Jeff Conaway;Grease; true
Jeff Daniels;Terms of Endearment; true
Jeff Daniels;101 Dalmatians; true
Jeff Garlin;WALL-E; true
Jeff Goldblum;Lost World: Jurassic Park, The; true
Jeff Goldblum;Jurassic Park; true
Jeff Goldblum;Independence Day; true
Jeffrey Garcia;Happy Feet; true
Jeffrey Jones;Ed Wood; true
Jeffrey Tambor;How the Grinch Stole Christmas; true
Jeffrey Wright;Syriana; true
Jeffrey Wright;Casino Royale; true
Jemaine Clement;Men in Black 3; true
Jennie Linden;Women in Love; true
Jennifer Aniston;Bruce Almighty; true
Jennifer Connelly;Hulk; true
Jennifer Connelly;Beautiful Mind, A; true
Jennifer Connelly;Pollock; true
Jennifer Garner;Juno; true
Jennifer Hudson;Dreamgirls; true
Jennifer Jones;Song of Bernadette, The; true
Jennifer Lawrence;The Hunger Games; true
Jennifer Tilly;Bullets Over Broadway; true
Jeremy Davies;Saving Private Ryan; true
Jeremy Irons;Lion King, The; true
Jeremy Irons;Reversal of Fortune; true
Jeremy Renner;Mission: Impossible - Ghost Protocol; true
Jeremy Renner;The Hurt Locker; true
Jeremy Slate;True Grit; true
Jerry OConnell;Jerry Maguire; true
Jerry Orbach;Beauty and the Beast; true
Jerry Reed;Waterboy, The; true
Jerzy Kosinski;Reds; true
Jess Hahn;Topkapi; true
Jessica Alba;Fantastic Four; true
Jessica Chastain;The Help; true
Jessica Lange;Blue Sky; true
Jessica Lange;Tootsie; true
Jessica Tandy;Driving Miss Daisy; true
Jihmi Kennedy;Glory; true
Jill Eikenberry;Arthur; true
Jim Broadbent;The Iron Lady; true
Jim Broadbent;Iris; true
Jim Broadbent;Harry Potter and the Half-Blood Prince; true
Jim Carrey;How the Grinch Stole Christmas; true
Jim Carrey;Horton Hears a Who!; true
Jim Carrey;Liar Liar; true
Jim Carrey;Batman Forever; true
Jim Carrey;Bruce Almighty; true
Jim King;Blair Witch Project, The; true
Jim Varney;Toy Story; true
Jo Van Fleet;East of Eden; true
Joan Blondell;Tree Grows in Brooklyn, A; true
Joan Chen;Last Emperor, The; true
Joan Crawford;Grand Hotel; true
Joan Crawford;Mildred Pierce; true
Joan Cusack;Runaway Bride; true
Joan Cusack;Toy Story 3; true
Joan Cusack;Toy Story 2; true
Joan Fontaine;Rebecca; true
Joan Fontaine;Suspicion; true
Joan Greenwood;Tom Jones; true
Joan Leslie;Sergeant York; true
Joan Leslie;Yankee Doodle Dandy; true
Joan Plowright;Bringing Down the House; true
Joan Plowright;101 Dalmatians; true
Joanna Cassidy;Who Framed Roger Rabbit; true
Joanne DiMauro;Mighty Aphrodite; true
Joanne Dru;All the Kings Men; true
Joanne Woodward;Three Faces of Eve, The; true
Joaquin Phoenix;Signs; true
Joaquin Phoenix;Walk the Line; true
Joaquin Phoenix;Gladiator; true
Jobyna Ralston;Wings; true
Jodie Foster;Accused, The; true
Jodie Foster;Silence of the Lambs, The; true
Joe Brown;In Old Arizona; true
Joe Mantell;Marty; true
Joe Morton;Terminator 2: Judgment Day; true
Joe Morton;What Lies Beneath; true
Joe Pantoliano;Fugitive, The; true
Joe Pantoliano;Matrix, The; true
Joe Pesci;Lethal Weapon 3; true
Joe Pesci;Home Alone 2: Lost in New York; true
Joe Pesci;Lethal Weapon 2; true
Joe Pesci;Lethal Weapon 4; true
Joe Pesci;Goodfellas; true
Joe Pesci;Home Alone; true
Joe Pesci;My Cousin Vinny; true
Joe Pesci;Raging Bull; true
Joel Grey;Cabaret; true
Joel McCrea;More the Merrier, The; true
Joel McCrea;Come and Get It; true
Joel McHale;Ted; true
Joely Richardson;101 Dalmatians; true
Joey Lauren Adams;Big Daddy; true
John Ashton;Beverly Hills Cop II; true
John Ashton;Beverly Hills Cop; true
John Bach;Lord of the Rings: The Return of the King, The; true
John Barrymore;Grand Hotel; true
John Belushi;Animal House; true
